nameOrig,last_step,Recency,Frequency,MonetarySum,MonetaryAvg,R_Score,F_Score,M_Score,RFM_Total,Segment
C570605585,348,458,1.0,166769.09,166769.09,4,4,3,11,Champions (핵심 VIP)
C570637504,570,236,1.0,284019.22,284019.22,4,4,4,12,Champions (핵심 VIP)
C570655975,301,505,1.0,243102.65,243102.65,3,4,4,11,Champions (핵심 VIP)
C570749528,278,528,1.0,256158.22,256158.22,3,4,4,11,Champions (핵심 VIP)
C570774773,302,504,1.0,275639.5,275639.5,3,4,4,11,Champions (핵심 VIP)
C57085112,254,552,1.0,227035.15,227035.15,3,4,4,11,Champions (핵심 VIP)
C570929455,349,457,1.0,403287.36,403287.36,4,4,4,12,Champions (핵심 VIP)
C571007663,300,506,1.0,422021.37,422021.37,3,4,4,11,Champions (핵심 VIP)
C571019529,323,483,1.0,1203421.35,1203421.35,3,4,4,11,Champions (핵심 VIP)
C571076112,327,479,1.0,190150.9,190150.9,3,4,4,11,Champions (핵심 VIP)
C571164554,660,146,4.0,340124.5136303045,85031.12840757612,4,4,4,12,Champions (핵심 VIP)
C571164822,380,426,1.0,458908.37,458908.37,4,4,4,12,Champions (핵심 VIP)
C571439068,397,409,1.0,172921.49,172921.49,4,4,3,11,Champions (핵심 VIP)
C571826233,253,553,5.0,877259.6829347764,175451.93658695527,3,4,4,11,Champions (핵심 VIP)
C571835671,692,114,1.0,204793.84,204793.84,4,4,4,12,Champions (핵심 VIP)
C571915210,400,406,1.0,217806.99,217806.99,4,4,4,12,Champions (핵심 VIP)
C572049606,350,456,1.0,106053.78,106053.78,4,4,3,11,Champions (핵심 VIP)
C572068229,330,476,1.0,693057.47,693057.47,3,4,4,11,Champions (핵심 VIP)
C572126472,608,198,1.0,256394.38,256394.38,4,4,4,12,Champions (핵심 VIP)
C572191905,374,432,1.0,193648.31,193648.31,4,4,4,12,Champions (핵심 VIP)
C572200448,273,533,1.0,322822.25,322822.25,3,4,4,11,Champions (핵심 VIP)
C572377261,301,505,1.0,524405.52,524405.52,3,4,4,11,Champions (핵심 VIP)
C572385017,571,235,1.0,83910.55,83910.55,4,4,3,11,Champions (핵심 VIP)
C572452614,563,243,1.0,226562.58,226562.58,4,4,4,12,Champions (핵심 VIP)
C57245637,356,450,1.0,405307.43,405307.43,4,4,4,12,Champions (핵심 VIP)
C572503799,373,433,1.0,175577.56,175577.56,4,4,3,11,Champions (핵심 VIP)
C57252491,299,507,1.0,428576.7,428576.7,3,4,4,11,Champions (핵심 VIP)
C572722921,298,508,1.0,464005.58,464005.58,3,4,4,11,Champions (핵심 VIP)
C572762949,350,456,1.0,184773.12,184773.12,4,4,3,11,Champions (핵심 VIP)
C572902794,277,529,1.0,233814.38,233814.38,3,4,4,11,Champions (핵심 VIP)
C57309695,398,408,1.0,149548.27,149548.27,4,4,3,11,Champions (핵심 VIP)
C573253193,522,284,1.0,134329.61,134329.61,4,4,3,11,Champions (핵심 VIP)
C573362177,397,409,1.0,181557.53,181557.53,4,4,3,11,Champions (핵심 VIP)
C573384644,380,426,1.0,131033.4,131033.4,4,4,3,11,Champions (핵심 VIP)
C573388565,306,500,1.0,205051.81,205051.81,3,4,4,11,Champions (핵심 VIP)
C573391843,374,432,1.0,85699.33,85699.33,4,4,3,11,Champions (핵심 VIP)
C573475471,356,450,1.0,56308.45,56308.45,4,4,3,11,Champions (핵심 VIP)
C57363090,396,410,1.0,1188679.68,1188679.68,4,4,4,12,Champions (핵심 VIP)
C573782603,452,354,4.0,886606.2459217729,221651.56148044323,4,4,4,12,Champions (핵심 VIP)
C573828688,259,547,1.0,247142.98,247142.98,3,4,4,11,Champions (핵심 VIP)
C573883874,329,477,1.0,827522.76,827522.76,3,4,4,11,Champions (핵심 VIP)
C573892015,426,380,4.0,228510.33738044763,57127.58434511191,4,4,4,12,Champions (핵심 VIP)
C5739890,400,406,1.0,152835.54,152835.54,4,4,3,11,Champions (핵심 VIP)
C574028865,573,233,1.0,146653.68,146653.68,4,4,3,11,Champions (핵심 VIP)
C574108639,260,546,1.0,307260.2,307260.2,3,4,4,11,Champions (핵심 VIP)
C574601947,418,388,4.0,3421721.2706674132,855430.3176668533,4,4,4,12,Champions (핵심 VIP)
C574732915,325,481,1.0,220990.06,220990.06,3,4,4,11,Champions (핵심 VIP)
C574762011,332,474,1.0,262364.77,262364.77,3,4,4,11,Champions (핵심 VIP)
C574796672,297,509,1.0,1771034.98,1771034.98,3,4,4,11,Champions (핵심 VIP)
C575094140,355,451,1.0,302356.64,302356.64,4,4,4,12,Champions (핵심 VIP)
C575140470,358,448,1.0,158977.55,158977.55,4,4,3,11,Champions (핵심 VIP)
C575176831,683,123,1.0,201007.91,201007.91,4,4,4,12,Champions (핵심 VIP)
C575329056,396,410,1.0,456579.72,456579.72,4,4,4,12,Champions (핵심 VIP)
C575452189,355,451,1.0,148302.38,148302.38,4,4,3,11,Champions (핵심 VIP)
C575554670,354,452,1.0,134427.0,134427.0,4,4,3,11,Champions (핵심 VIP)
C575685585,322,484,1.0,1818803.95,1818803.95,3,4,4,11,Champions (핵심 VIP)
C575822931,396,410,1.0,124956.44,124956.44,4,4,3,11,Champions (핵심 VIP)
C576038510,550,256,1.0,354618.48,354618.48,4,4,4,12,Champions (핵심 VIP)
C5760755,347,459,1.0,313347.25,313347.25,3,4,4,11,Champions (핵심 VIP)
C576268148,400,406,1.0,1232607.45,1232607.45,4,4,4,12,Champions (핵심 VIP)
C576496732,377,429,1.0,241642.63,241642.63,4,4,4,12,Champions (핵심 VIP)
C576500833,302,504,1.0,236646.56,236646.56,3,4,4,11,Champions (핵심 VIP)
C576520242,396,410,1.0,55146.71,55146.71,4,4,3,11,Champions (핵심 VIP)
C576611408,397,409,1.0,78306.42,78306.42,4,4,3,11,Champions (핵심 VIP)
C576626372,384,422,1.0,53204.98,53204.98,4,4,3,11,Champions (핵심 VIP)
C576628043,402,404,3.0,809080.5924671717,269693.5308223906,4,4,4,12,Champions (핵심 VIP)
C576720634,308,498,4.0,1440586.8848432782,360146.72121081955,3,4,4,11,Champions (핵심 VIP)
C576816004,352,454,1.0,430329.82,430329.82,4,4,4,12,Champions (핵심 VIP)
C576869121,381,425,1.0,177033.5,177033.5,4,4,3,11,Champions (핵심 VIP)
C576904087,306,500,1.0,212892.19,212892.19,3,4,4,11,Champions (핵심 VIP)
C576942027,688,118,1.0,144328.89,144328.89,4,4,3,11,Champions (핵심 VIP)
C577039801,328,478,4.0,1242726.0954349472,310681.5238587368,3,4,4,11,Champions (핵심 VIP)
C577057063,399,407,4.0,225805.14153582865,56451.28538395716,4,4,4,12,Champions (핵심 VIP)
C57710099,277,529,1.0,261740.62,261740.62,3,4,4,11,Champions (핵심 VIP)
C577153805,540,266,1.0,317998.16,317998.16,4,4,4,12,Champions (핵심 VIP)
C57731809,407,399,1.0,298715.15,298715.15,4,4,4,12,Champions (핵심 VIP)
C57749122,393,413,1.0,53322.35,53322.35,4,4,3,11,Champions (핵심 VIP)
C57757040,479,327,4.0,264928.616127087,66232.15403177174,4,4,4,12,Champions (핵심 VIP)
C577581322,254,552,1.0,315133.32,315133.32,3,4,4,11,Champions (핵심 VIP)
C577919691,690,116,1.0,79891.57,79891.57,4,4,3,11,Champions (핵심 VIP)
C577922580,350,456,1.0,46448.31,46448.31,4,4,3,11,Champions (핵심 VIP)
C577944222,596,210,1.0,137430.81,137430.81,4,4,3,11,Champions (핵심 VIP)
C577967302,692,114,1.0,396641.31,396641.31,4,4,4,12,Champions (핵심 VIP)
C578032492,403,403,1.0,282740.38,282740.38,4,4,4,12,Champions (핵심 VIP)
C578067531,369,437,4.0,585542.9864323664,146385.7466080916,4,4,4,12,Champions (핵심 VIP)
C578090260,378,428,1.0,223127.94,223127.94,4,4,4,12,Champions (핵심 VIP)
C578136099,283,523,1.0,241797.49,241797.49,3,4,4,11,Champions (핵심 VIP)
C578169151,376,430,1.0,456751.92,456751.92,4,4,4,12,Champions (핵심 VIP)
C578185479,427,379,3.0,116407.10391690495,38802.36797230165,4,4,3,11,Champions (핵심 VIP)
C578329260,252,554,1.0,222533.6,222533.6,3,4,4,11,Champions (핵심 VIP)
C578416975,661,145,1.0,182520.57,182520.57,4,4,3,11,Champions (핵심 VIP)
C578425833,588,218,1.0,176910.06,176910.06,4,4,3,11,Champions (핵심 VIP)
C578432064,406,400,1.0,333239.43,333239.43,4,4,4,12,Champions (핵심 VIP)
C57860705,369,437,1.0,1361144.14,1361144.14,4,4,4,12,Champions (핵심 VIP)
C578644678,358,448,1.0,403962.52,403962.52,4,4,4,12,Champions (핵심 VIP)
C578666181,297,509,1.0,502892.63,502892.63,3,4,4,11,Champions (핵심 VIP)
C578720066,251,555,1.0,569663.75,569663.75,3,4,4,11,Champions (핵심 VIP)
C57881622,398,408,1.0,205992.6,205992.6,4,4,4,12,Champions (핵심 VIP)
C578976612,349,457,1.0,453826.32,453826.32,4,4,4,12,Champions (핵심 VIP)
C579077365,331,475,4.0,1283162.8208035848,320790.7052008962,3,4,4,11,Champions (핵심 VIP)
C579079021,398,408,1.0,162362.9,162362.9,4,4,3,11,Champions (핵심 VIP)
C579211264,256,550,1.0,262915.73,262915.73,3,4,4,11,Champions (핵심 VIP)
C579464607,353,453,1.0,60418.98,60418.98,4,4,3,11,Champions (핵심 VIP)
C579561054,375,431,1.0,370400.72,370400.72,4,4,4,12,Champions (핵심 VIP)
C57956465,283,523,1.0,195475.69,195475.69,3,4,4,11,Champions (핵심 VIP)
C579633837,254,552,1.0,350862.7,350862.7,3,4,4,11,Champions (핵심 VIP)
C57995726,427,379,3.0,217495.72015974234,72498.57338658079,4,4,4,12,Champions (핵심 VIP)
C580035244,451,355,3.0,46525.18913099653,15508.396376998842,4,4,3,11,Champions (핵심 VIP)
C580086216,397,409,1.0,297272.09,297272.09,4,4,4,12,Champions (핵심 VIP)
C580162585,396,410,1.0,570129.31,570129.31,4,4,4,12,Champions (핵심 VIP)
C580212169,325,481,1.0,1363761.76,1363761.76,3,4,4,11,Champions (핵심 VIP)
C580229439,403,403,1.0,241330.74,241330.74,4,4,4,12,Champions (핵심 VIP)
C580512647,284,522,1.0,255898.19,255898.19,3,4,4,11,Champions (핵심 VIP)
C580786672,394,412,1.0,372946.95,372946.95,4,4,4,12,Champions (핵심 VIP)
C580972734,355,451,1.0,53115.84,53115.84,4,4,3,11,Champions (핵심 VIP)
C581026978,400,406,1.0,119580.54,119580.54,4,4,3,11,Champions (핵심 VIP)
C581139430,573,233,3.0,812595.083951269,270865.0279837563,4,4,4,12,Champions (핵심 VIP)
C581143489,332,474,1.0,201582.55,201582.55,3,4,4,11,Champions (핵심 VIP)
C581159172,449,357,4.0,368798.31607902277,92199.57901975569,4,4,4,12,Champions (핵심 VIP)
C581251546,301,505,1.0,200178.42,200178.42,3,4,4,11,Champions (핵심 VIP)
C58138789,349,457,1.0,60712.15,60712.15,4,4,3,11,Champions (핵심 VIP)
C581410631,253,553,1.0,259413.0,259413.0,3,4,4,11,Champions (핵심 VIP)
C581485221,354,452,1.0,96006.99,96006.99,4,4,3,11,Champions (핵심 VIP)
C581505390,298,508,3.0,564998.9083841125,188332.96946137084,3,4,4,11,Champions (핵심 VIP)
C581791303,471,335,1.0,348434.84,348434.84,4,4,4,12,Champions (핵심 VIP)
C581961703,380,426,1.0,111500.45,111500.45,4,4,3,11,Champions (핵심 VIP)
C582012668,333,473,1.0,937145.77,937145.77,3,4,4,11,Champions (핵심 VIP)
C582031575,261,545,1.0,973558.07,973558.07,3,4,4,11,Champions (핵심 VIP)
C582061682,356,450,1.0,116435.13,116435.13,4,4,3,11,Champions (핵심 VIP)
C582175973,353,453,1.0,298179.1,298179.1,4,4,4,12,Champions (핵심 VIP)
C582191742,257,549,1.0,659330.38,659330.38,3,4,4,11,Champions (핵심 VIP)
C582274156,306,500,1.0,452881.47,452881.47,3,4,4,11,Champions (핵심 VIP)
C58232760,253,553,1.0,241350.18,241350.18,3,4,4,11,Champions (핵심 VIP)
C582445398,442,364,5.0,204293.80179379095,40858.76035875819,4,4,4,12,Champions (핵심 VIP)
C582533976,400,406,1.0,548633.67,548633.67,4,4,4,12,Champions (핵심 VIP)
C582542855,400,406,1.0,127759.17,127759.17,4,4,3,11,Champions (핵심 VIP)
C582785542,299,507,1.0,382450.18,382450.18,3,4,4,11,Champions (핵심 VIP)
C582791183,372,434,1.0,377711.69,377711.69,4,4,4,12,Champions (핵심 VIP)
C582840976,277,529,1.0,218284.95,218284.95,3,4,4,11,Champions (핵심 VIP)
C582864691,254,552,4.0,1959344.4795327506,489836.11988318764,3,4,4,11,Champions (핵심 VIP)
C582976109,380,426,1.0,79202.8,79202.8,4,4,3,11,Champions (핵심 VIP)
C583161571,380,426,1.0,79936.47,79936.47,4,4,3,11,Champions (핵심 VIP)
C583164054,400,406,1.0,74968.73,74968.73,4,4,3,11,Champions (핵심 VIP)
C583232893,398,408,1.0,194866.51,194866.51,4,4,4,12,Champions (핵심 VIP)
C583260001,276,530,1.0,206086.37,206086.37,3,4,4,11,Champions (핵심 VIP)
C583270541,467,339,4.0,194945.4371861581,48736.35929653952,4,4,4,12,Champions (핵심 VIP)
C583312198,505,301,1.0,187920.2,187920.2,4,4,3,11,Champions (핵심 VIP)
C583376051,393,413,1.0,191378.92,191378.92,4,4,4,12,Champions (핵심 VIP)
C583495587,636,170,3.0,520036.122864458,173345.37428815267,4,4,4,12,Champions (핵심 VIP)
C583513632,371,435,3.0,661036.1238646916,220345.37462156385,4,4,4,12,Champions (핵심 VIP)
C583624557,377,429,1.0,335360.38,335360.38,4,4,4,12,Champions (핵심 VIP)
C583684183,401,405,1.0,150166.45,150166.45,4,4,3,11,Champions (핵심 VIP)
C583684395,395,411,1.0,226154.71,226154.71,4,4,4,12,Champions (핵심 VIP)
C583708338,262,544,1.0,256029.44,256029.44,3,4,4,11,Champions (핵심 VIP)
C583915069,308,498,1.0,2213888.19,2213888.19,3,4,4,11,Champions (핵심 VIP)
C584037410,396,410,1.0,103123.45,103123.45,4,4,3,11,Champions (핵심 VIP)
C5840445,374,432,1.0,59169.22,59169.22,4,4,3,11,Champions (핵심 VIP)
C584096417,402,404,1.0,284230.8,284230.8,4,4,4,12,Champions (핵심 VIP)
C58427977,373,433,1.0,311784.84,311784.84,4,4,4,12,Champions (핵심 VIP)
C584284813,307,499,1.0,362514.98,362514.98,3,4,4,11,Champions (핵심 VIP)
C584305838,373,433,1.0,128847.58,128847.58,4,4,3,11,Champions (핵심 VIP)
C584439113,597,209,1.0,63992.44,63992.44,4,4,3,11,Champions (핵심 VIP)
C584452539,517,289,1.0,69510.8,69510.8,4,4,3,11,Champions (핵심 VIP)
C58447096,586,220,1.0,81949.08,81949.08,4,4,3,11,Champions (핵심 VIP)
C58456471,355,451,1.0,157946.54,157946.54,4,4,3,11,Champions (핵심 VIP)
C584823896,394,412,1.0,164319.76,164319.76,4,4,3,11,Champions (핵심 VIP)
C58485483,257,549,1.0,198963.98,198963.98,3,4,4,11,Champions (핵심 VIP)
C584897407,371,435,1.0,133688.55,133688.55,4,4,3,11,Champions (핵심 VIP)
C584922395,274,532,1.0,398787.38,398787.38,3,4,4,11,Champions (핵심 VIP)
C584967278,380,426,1.0,282812.35,282812.35,4,4,4,12,Champions (핵심 VIP)
C585103860,356,450,1.0,390744.16,390744.16,4,4,4,12,Champions (핵심 VIP)
C585128022,323,483,1.0,300183.25,300183.25,3,4,4,11,Champions (핵심 VIP)
C585136713,303,503,1.0,247470.37,247470.37,3,4,4,11,Champions (핵심 VIP)
C585615560,695,111,1.0,238962.29,238962.29,4,4,4,12,Champions (핵심 VIP)
C585634293,349,457,1.0,294286.76,294286.76,4,4,4,12,Champions (핵심 VIP)
C585945219,350,456,1.0,49205.04,49205.04,4,4,3,11,Champions (핵심 VIP)
C585970491,308,498,1.0,306126.85,306126.85,3,4,4,11,Champions (핵심 VIP)
C586088990,399,407,1.0,230325.74,230325.74,4,4,4,12,Champions (핵심 VIP)
C586100608,328,478,1.0,224539.68,224539.68,3,4,4,11,Champions (핵심 VIP)
C586137196,378,428,1.0,145126.97,145126.97,4,4,3,11,Champions (핵심 VIP)
C586221994,378,428,1.0,222936.56,222936.56,4,4,4,12,Champions (핵심 VIP)
C586237999,332,474,1.0,190581.71,190581.71,3,4,4,11,Champions (핵심 VIP)
C586401850,349,457,1.0,423221.65,423221.65,4,4,4,12,Champions (핵심 VIP)
C586534154,304,502,3.0,395478.5880480218,131826.19601600725,3,4,4,11,Champions (핵심 VIP)
C586653633,567,239,1.0,373754.05,373754.05,4,4,4,12,Champions (핵심 VIP)
C5868423,352,454,1.0,73002.98,73002.98,4,4,3,11,Champions (핵심 VIP)
C586881113,329,477,1.0,229089.67,229089.67,3,4,4,11,Champions (핵심 VIP)
C587086693,282,524,1.0,832415.01,832415.01,3,4,4,11,Champions (핵심 VIP)
C587192883,492,314,1.0,52871.53,52871.53,4,4,3,11,Champions (핵심 VIP)
C587200274,376,430,4.0,2084450.2045738003,521112.5511434501,4,4,4,12,Champions (핵심 VIP)
C587272446,383,423,1.0,525878.8,525878.8,4,4,4,12,Champions (핵심 VIP)
C587590509,284,522,1.0,289042.82,289042.82,3,4,4,11,Champions (핵심 VIP)
C587702946,395,411,1.0,189665.13,189665.13,4,4,4,12,Champions (핵심 VIP)
C587774658,254,552,3.0,507773.5543667133,169257.8514555711,3,4,4,11,Champions (핵심 VIP)
C587803612,417,389,4.0,128684.68649760856,32171.17162440214,4,4,3,11,Champions (핵심 VIP)
C587807249,254,552,1.0,318304.43,318304.43,3,4,4,11,Champions (핵심 VIP)
C587900506,355,451,1.0,97827.3,97827.3,4,4,3,11,Champions (핵심 VIP)
C58797204,354,452,3.0,721622.2862576921,240540.76208589738,4,4,4,12,Champions (핵심 VIP)
C588138808,406,400,1.0,208348.39,208348.39,4,4,4,12,Champions (핵심 VIP)
C588514053,378,428,1.0,124390.66,124390.66,4,4,3,11,Champions (핵심 VIP)
C588548416,284,522,1.0,266352.53,266352.53,3,4,4,11,Champions (핵심 VIP)
C588705989,374,432,1.0,182507.83,182507.83,4,4,3,11,Champions (핵심 VIP)
C58875664,354,452,1.0,121718.71,121718.71,4,4,3,11,Champions (핵심 VIP)
C588762626,380,426,1.0,197352.48,197352.48,4,4,4,12,Champions (핵심 VIP)
C588802425,355,451,1.0,333387.9,333387.9,4,4,4,12,Champions (핵심 VIP)
C588953727,378,428,1.0,98381.32,98381.32,4,4,3,11,Champions (핵심 VIP)
C589247299,303,503,1.0,201291.77,201291.77,3,4,4,11,Champions (핵심 VIP)
C589255629,328,478,1.0,234662.0,234662.0,3,4,4,11,Champions (핵심 VIP)
C589297248,279,527,1.0,261434.02,261434.02,3,4,4,11,Champions (핵심 VIP)
C589430594,469,337,1.0,655925.44,655925.44,4,4,4,12,Champions (핵심 VIP)
C589525047,399,407,1.0,195803.48,195803.48,4,4,4,12,Champions (핵심 VIP)
C589539707,715,91,1.0,202278.68,202278.68,4,4,4,12,Champions (핵심 VIP)
C589574292,667,139,1.0,66659.76,66659.76,4,4,3,11,Champions (핵심 VIP)
C590019103,356,450,1.0,113401.63,113401.63,4,4,3,11,Champions (핵심 VIP)
C590295536,396,410,1.0,278415.59,278415.59,4,4,4,12,Champions (핵심 VIP)
C590299254,530,276,1.0,400345.25,400345.25,4,4,4,12,Champions (핵심 VIP)
C590299412,404,402,1.0,217995.66,217995.66,4,4,4,12,Champions (핵심 VIP)
C590322243,381,425,1.0,56237.58,56237.58,4,4,3,11,Champions (핵심 VIP)
C590382604,372,434,1.0,274979.2,274979.2,4,4,4,12,Champions (핵심 VIP)
C590473845,360,446,1.0,71781.87,71781.87,4,4,3,11,Champions (핵심 VIP)
C590489323,403,403,1.0,96381.6,96381.6,4,4,3,11,Champions (핵심 VIP)
C590643416,402,404,1.0,190980.2,190980.2,4,4,4,12,Champions (핵심 VIP)
C590664267,277,529,1.0,284128.79,284128.79,3,4,4,11,Champions (핵심 VIP)
C590753928,306,500,1.0,276208.37,276208.37,3,4,4,11,Champions (핵심 VIP)
C590769625,331,475,1.0,291509.83,291509.83,3,4,4,11,Champions (핵심 VIP)
C590823118,395,411,1.0,215332.07,215332.07,4,4,4,12,Champions (핵심 VIP)
C590960177,471,335,1.0,282481.98,282481.98,4,4,4,12,Champions (핵심 VIP)
C590995561,301,505,1.0,346557.73,346557.73,3,4,4,11,Champions (핵심 VIP)
C590997160,394,412,1.0,398935.98,398935.98,4,4,4,12,Champions (핵심 VIP)
C591077230,354,452,1.0,106287.17,106287.17,4,4,3,11,Champions (핵심 VIP)
C59113912,330,476,1.0,215805.42,215805.42,3,4,4,11,Champions (핵심 VIP)
C591205484,394,412,1.0,178628.94,178628.94,4,4,3,11,Champions (핵심 VIP)
C591229695,402,404,1.0,77642.55,77642.55,4,4,3,11,Champions (핵심 VIP)
C591286953,327,479,1.0,205719.05,205719.05,3,4,4,11,Champions (핵심 VIP)
C591296438,564,242,1.0,150381.62,150381.62,4,4,3,11,Champions (핵심 VIP)
C591356787,396,410,1.0,176374.28,176374.28,4,4,3,11,Champions (핵심 VIP)
C591359682,354,452,1.0,1011847.18,1011847.18,4,4,4,12,Champions (핵심 VIP)
C591400136,251,555,1.0,303595.62,303595.62,3,4,4,11,Champions (핵심 VIP)
C591524360,546,260,1.0,58659.25,58659.25,4,4,3,11,Champions (핵심 VIP)
C591829980,357,449,1.0,88711.08,88711.08,4,4,3,11,Champions (핵심 VIP)
C591927631,259,547,3.0,191056.2577060034,63685.41923533447,3,4,4,11,Champions (핵심 VIP)
C592058412,355,451,1.0,206959.18,206959.18,4,4,4,12,Champions (핵심 VIP)
C592108660,394,412,1.0,1638045.14,1638045.14,4,4,4,12,Champions (핵심 VIP)
C59211067,359,447,1.0,199665.52,199665.52,4,4,4,12,Champions (핵심 VIP)
C592112780,373,433,1.0,144672.77,144672.77,4,4,3,11,Champions (핵심 VIP)
C592248901,642,164,1.0,167122.07,167122.07,4,4,3,11,Champions (핵심 VIP)
C59225652,402,404,1.0,101635.25,101635.25,4,4,3,11,Champions (핵심 VIP)
C592388896,351,455,1.0,92965.01,92965.01,4,4,3,11,Champions (핵심 VIP)
C592583721,425,381,5.0,628830.0541556631,125766.01083113262,4,4,4,12,Champions (핵심 VIP)
C592648390,373,433,1.0,237625.96,237625.96,4,4,4,12,Champions (핵심 VIP)
C592655269,394,412,1.0,266046.11,266046.11,4,4,4,12,Champions (핵심 VIP)
C592672034,422,384,1.0,380090.47,380090.47,4,4,4,12,Champions (핵심 VIP)
C592677809,323,483,1.0,416611.38,416611.38,3,4,4,11,Champions (핵심 VIP)
C592798859,256,550,1.0,891452.8,891452.8,3,4,4,11,Champions (핵심 VIP)
C59289406,397,409,1.0,199516.54,199516.54,4,4,4,12,Champions (핵심 VIP)
C59312952,544,262,1.0,148189.26,148189.26,4,4,3,11,Champions (핵심 VIP)
C593172308,274,532,3.0,1502057.950114834,500685.9833716113,3,4,4,11,Champions (핵심 VIP)
C593394747,353,453,1.0,400805.28,400805.28,4,4,4,12,Champions (핵심 VIP)
C59355504,401,405,1.0,82560.17,82560.17,4,4,3,11,Champions (핵심 VIP)
C593654885,331,475,1.0,282961.74,282961.74,3,4,4,11,Champions (핵심 VIP)
C593724102,352,454,1.0,309797.01,309797.01,4,4,4,12,Champions (핵심 VIP)
C593738520,379,427,1.0,74042.9,74042.9,4,4,3,11,Champions (핵심 VIP)
C593879311,466,340,5.0,129182.60966134106,25836.521932268213,4,4,3,11,Champions (핵심 VIP)
C593935748,351,455,1.0,130065.41,130065.41,4,4,3,11,Champions (핵심 VIP)
C59393743,469,337,1.0,84397.19,84397.19,4,4,3,11,Champions (핵심 VIP)
C593960236,347,459,1.0,363832.01,363832.01,3,4,4,11,Champions (핵심 VIP)
C59397379,403,403,1.0,386541.55,386541.55,4,4,4,12,Champions (핵심 VIP)
C593998376,353,453,1.0,208829.03,208829.03,4,4,4,12,Champions (핵심 VIP)
C594116174,251,555,1.0,459365.68,459365.68,3,4,4,11,Champions (핵심 VIP)
C594192231,350,456,1.0,1447308.65,1447308.65,4,4,4,12,Champions (핵심 VIP)
C594207936,287,519,1.0,223829.34,223829.34,3,4,4,11,Champions (핵심 VIP)
C594218380,354,452,1.0,135924.57,135924.57,4,4,3,11,Champions (핵심 VIP)
C594334327,371,435,1.0,271398.63,271398.63,4,4,4,12,Champions (핵심 VIP)
C594609725,476,330,4.0,131687.84786400315,32921.96196600079,4,4,3,11,Champions (핵심 VIP)
C594634452,707,99,1.0,157543.95,157543.95,4,4,3,11,Champions (핵심 VIP)
C594882635,303,503,1.0,990798.86,990798.86,3,4,4,11,Champions (핵심 VIP)
C59490208,589,217,1.0,149351.68,149351.68,4,4,3,11,Champions (핵심 VIP)
C595044225,287,519,1.0,210421.75,210421.75,3,4,4,11,Champions (핵심 VIP)
C595066266,356,450,1.0,122456.48,122456.48,4,4,3,11,Champions (핵심 VIP)
C595131601,395,411,1.0,153517.11,153517.11,4,4,3,11,Champions (핵심 VIP)
C595268645,404,402,1.0,122918.12,122918.12,4,4,3,11,Champions (핵심 VIP)
C595486514,347,459,5.0,1189124.6222406127,237824.92444812256,3,4,4,11,Champions (핵심 VIP)
C595620460,346,460,1.0,251420.83,251420.83,3,4,4,11,Champions (핵심 VIP)
C595637913,544,262,1.0,145671.03,145671.03,4,4,3,11,Champions (핵심 VIP)
C595675219,334,472,1.0,331018.54,331018.54,3,4,4,11,Champions (핵심 VIP)
C595693258,403,403,1.0,77213.2,77213.2,4,4,3,11,Champions (핵심 VIP)
C595823821,429,377,1.0,67123.08,67123.08,4,4,3,11,Champions (핵심 VIP)
C595944491,307,499,4.0,323840.35075361875,80960.08768840469,3,4,4,11,Champions (핵심 VIP)
C596035567,349,457,3.0,2602705.003738465,867568.3345794883,4,4,4,12,Champions (핵심 VIP)
C596121997,324,482,1.0,285388.68,285388.68,3,4,4,11,Champions (핵심 VIP)
C596246632,451,355,5.0,56278.4331436504,11255.68662873008,4,4,3,11,Champions (핵심 VIP)
C596292434,322,484,1.0,241802.12,241802.12,3,4,4,11,Champions (핵심 VIP)
C596302450,376,430,1.0,247789.51,247789.51,4,4,4,12,Champions (핵심 VIP)
C596361126,394,412,1.0,115632.73,115632.73,4,4,3,11,Champions (핵심 VIP)
C596421188,401,405,1.0,205095.24,205095.24,4,4,4,12,Champions (핵심 VIP)
C596500280,489,317,5.0,953199.9106747358,190639.98213494715,4,4,4,12,Champions (핵심 VIP)
C596571098,401,405,1.0,55061.11,55061.11,4,4,3,11,Champions (핵심 VIP)
C596682812,589,217,1.0,132456.61,132456.61,4,4,3,11,Champions (핵심 VIP)
C596907838,255,551,1.0,297559.84,297559.84,3,4,4,11,Champions (핵심 VIP)
C597163123,284,522,1.0,213841.18,213841.18,3,4,4,11,Champions (핵심 VIP)
C597168789,307,499,1.0,1643843.54,1643843.54,3,4,4,11,Champions (핵심 VIP)
C59721375,550,256,1.0,163192.5,163192.5,4,4,3,11,Champions (핵심 VIP)
C597254372,322,484,1.0,287811.8,287811.8,3,4,4,11,Champions (핵심 VIP)
C597333812,276,530,1.0,322904.76,322904.76,3,4,4,11,Champions (핵심 VIP)
C59774408,420,386,1.0,350286.84,350286.84,4,4,4,12,Champions (핵심 VIP)
C597768824,351,455,1.0,148989.67,148989.67,4,4,3,11,Champions (핵심 VIP)
C597834303,400,406,1.0,107756.72,107756.72,4,4,3,11,Champions (핵심 VIP)
C597837509,423,383,1.0,170302.31,170302.31,4,4,3,11,Champions (핵심 VIP)
C598249758,524,282,4.0,835752.5285212679,208938.13213031698,4,4,4,12,Champions (핵심 VIP)
C598404159,261,545,1.0,202312.66,202312.66,3,4,4,11,Champions (핵심 VIP)
