nameOrig,Recency,Frequency,MonetarySum,MonetaryAvg
C1741892941,590,1.0,3817.93,3817.93
C1741904921,795,0.0,0.0,0.0
C174193463,616,1.0,11818.4,11818.4
C1741940857,720,1.0,4039.7311013686344,4039.7311013686344
C1741947133,431,1.0,454468.59,454468.59
C1741948115,597,1.0,103157.44,103157.44
C1741948441,402,1.0,5141.21,5141.21
C1741963764,628,1.0,1526282.13,1526282.13
C1741965541,455,1.0,397276.04,397276.04
C1741972253,618,1.0,13532.86,13532.86
C1741974215,789,0.0,0.0,0.0
C1741994662,472,1.0,15175.0,15175.0
C1741999403,427,1.0,9695.88,9695.88
C1742007980,669,1.0,6264.09,6264.09
C1742047284,387,5.0,58478.39201675689,11695.678403351378
C1742109068,796,0.0,0.0,0.0
C1742113679,499,5.0,4963.842780616991,992.7685561233982
C174212239,337,1.0,38509.2,38509.2
C1742133157,653,1.0,188725.32,188725.32
C17421353,552,1.0,24283.59,24283.59
C1742153853,545,1.0,314952.65,314952.65
C1742199453,773,0.0,0.0,0.0
C1742205246,670,1.0,287219.35,287219.35
C1742243945,711,1.0,11826.26,11826.26
C1742250142,477,1.0,17173.83,17173.83
C1742287907,605,3.0,66671.59197308436,22223.86399102812
C1742297860,426,1.0,248883.93,248883.93
C174231677,581,1.0,386456.94,386456.94
C1742332028,570,1.0,131247.59,131247.59
C1742336726,426,1.0,49552.9,49552.9
C1742387365,576,1.0,237043.86,237043.86
C174238869,771,0.0,0.0,0.0
C1742401545,570,1.0,3546.72,3546.72
C1742437548,335,1.0,148906.41,148906.41
C1742467957,596,1.0,95137.83,95137.83
C1742469610,675,1.0,595555.36,595555.36
C1742475457,403,1.0,29377.1,29377.1
C1742478153,620,1.0,41483.5,41483.5
C1742497923,547,1.0,147459.74,147459.74
C1742499067,532,1.0,139909.52,139909.52
C1742514836,210,1.0,77440.55,77440.55
C1742551946,711,1.0,408654.63,408654.63
C1742576650,501,1.0,569473.7,569473.7
C1742608584,453,1.0,17430.52,17430.52
C1742743434,791,0.0,0.0,0.0
C1742752027,758,0.0,0.0,0.0
C1742824498,474,1.0,4148.13,4148.13
C1742828196,500,5.0,349177.45580255386,69835.49116051078
C1742832868,789,0.0,0.0,0.0
C1742833686,532,4.0,432836.77463112236,108209.19365778059
C1742872709,522,1.0,15046.6,15046.6
C1742926897,411,1.0,128981.47,128981.47
C1742928412,556,1.0,2845.58,2845.58
C1742960785,473,1.0,166864.99,166864.99
C1742967365,476,4.0,1603493.4682894752,400873.3670723688
C1743000351,546,1.0,38698.06,38698.06
C1743024374,674,1.0,521385.54,521385.54
C1743071937,504,4.0,1861.0849321945584,465.2712330486396
C1743076606,477,1.0,598094.61,598094.61
C1743117058,458,1.0,156510.38,156510.38
C1743133469,459,1.0,44706.71,44706.71
C1743233817,581,1.0,1536.42,1536.42
C1743250560,594,1.0,1893.71,1893.71
C1743295491,578,1.0,19381.52,19381.52
C1743299543,340,1.0,115961.75,115961.75
C174330635,759,0.0,0.0,0.0
C1743310742,792,0.0,0.0,0.0
C1743337393,480,1.0,99510.03,99510.03
C1743359044,571,1.0,5748.88,5748.88
C1743414572,557,1.0,170759.05,170759.05
C1743423352,769,0.0,0.0,0.0
C174347550,427,1.0,124676.44,124676.44
C1743492272,618,1.0,172686.16,172686.16
C1743497207,410,1.0,386490.46,386490.46
C174352807,425,1.0,29153.56,29153.56
C1743540061,554,1.0,113240.37,113240.37
C1743545528,580,1.0,11998.04,11998.04
C1743557360,460,5.0,522631.38150632003,104526.276301264
C1743569160,507,1.0,226249.93,226249.93
C1743573312,474,1.0,19571.14,19571.14
C1743576802,451,1.0,203823.66,203823.66
C1743586156,481,1.0,11858.55,11858.55
C1743606206,594,1.0,192218.11,192218.11
C1743622597,460,1.0,22007.83,22007.83
C1743623220,97,1.0,135092.39,135092.39
C1743632471,507,1.0,4555341.14,4555341.14
C174364186,573,3.0,48919.92458057551,16306.641526858504
C1743649617,763,0.0,0.0,0.0
C1743719656,456,4.0,13168.165569196557,3292.0413922991393
C1743721073,529,1.0,220623.73,220623.73
C1743752250,621,1.0,470261.52,470261.52
C1743763901,479,5.0,334450.90805900074,66890.18161180014
C1743783185,501,1.0,43681.78,43681.78
C1743808408,785,0.0,0.0,0.0
C1743809238,456,1.0,212745.3,212745.3
C1743815965,278,1.0,2334.06,2334.06
C1743821646,595,1.0,110914.49,110914.49
C174383952,498,1.0,22336.55,22336.55
C1743847385,772,0.0,0.0,0.0
C1743851752,672,1.0,192881.57,192881.57
C174385467,546,1.0,3729.43,3729.43
C1743896302,665,1.0,62209.28,62209.28
C1743921080,473,1.0,132958.22,132958.22
C1743931969,623,1.0,32853.27,32853.27
C1743966643,405,1.0,150048.34,150048.34
C1744012720,649,1.0,2232631.45,2232631.45
C1744041187,795,0.0,0.0,0.0
C1744049702,620,1.0,2781.76,2781.76
C1744067504,436,1.0,890.12,890.12
C1744085948,796,0.0,0.0,0.0
C1744156918,454,1.0,299819.75,299819.75
C1744161152,409,1.0,147079.69,147079.69
C174421708,474,1.0,206987.85,206987.85
C1744219806,483,1.0,5536.34,5536.34
C174423882,494,1.0,172799.97,172799.97
C1744240949,620,1.0,52856.74,52856.74
C1744251589,647,1.0,11768.88,11768.88
C1744276151,122,1.0,537025.01,537025.01
C1744288670,494,1.0,162225.8,162225.8
C1744313377,402,1.0,5697.28,5697.28
C1744349061,550,1.0,11080.73,11080.73
C1744350522,766,0.0,0.0,0.0
C1744377285,410,1.0,11997.66,11997.66
C1744415934,485,1.0,286988.73,286988.73
C1744423174,577,1.0,32706.21,32706.21
C1744484653,481,1.0,122152.83,122152.83
C1744495712,498,1.0,24278.7,24278.7
C1744504824,430,1.0,155380.97,155380.97
C1744540061,768,0.0,0.0,0.0
C1744602959,125,1.0,86623.2,86623.2
C1744626954,771,0.0,0.0,0.0
C1744629460,450,1.0,1000770.7,1000770.7
C1744662777,471,1.0,38046.64,38046.64
C1744668091,687,1.0,152979.28,152979.28
C1744672935,548,1.0,5193.12,5193.12
C174468307,672,1.0,35163.44,35163.44
C1744691291,677,1.0,210311.17,210311.17
C1744698959,525,1.0,7073.21,7073.21
C1744710983,528,1.0,114092.44,114092.44
C1744729879,434,1.0,159227.64,159227.64
C1744775092,454,1.0,436199.42,436199.42
C174483226,674,1.0,278002.05,278002.05
C1744836462,790,0.0,0.0,0.0
C1744855119,580,1.0,21706.05,21706.05
C1744901513,576,1.0,321898.8,321898.8
C1744911838,644,1.0,162043.55,162043.55
C1744912670,650,1.0,400188.22,400188.22
C1744955095,672,1.0,220326.37,220326.37
C1744976613,676,1.0,104207.44,104207.44
C1744976616,674,1.0,748117.66,748117.66
C1744989459,772,0.0,0.0,0.0
C1745040673,547,1.0,48260.21,48260.21
C1745045726,484,1.0,7235.44,7235.44
C1745066239,619,1.0,17995.39,17995.39
C1745154946,672,1.0,4582.55,4582.55
C1745188410,431,1.0,936381.71,936381.71
C174519394,768,0.0,0.0,0.0
C1745199624,581,1.0,130088.64,130088.64
C1745202689,572,1.0,1060274.84,1060274.84
C1745207139,594,1.0,352023.49,352023.49
C1745209616,550,1.0,170542.03,170542.03
C1745214992,796,0.0,0.0,0.0
C1745217764,401,1.0,157227.69,157227.69
C1745244266,549,1.0,279702.59,279702.59
C1745248756,546,1.0,4572.35,4572.35
C174525463,675,1.0,35164.98,35164.98
C1745283951,617,1.0,10710.22,10710.22
C1745309372,790,0.0,0.0,0.0
C1745309797,532,1.0,18052.38,18052.38
C1745311835,404,1.0,335479.89,335479.89
C1745324488,452,1.0,38791.6,38791.6
C1745388138,478,1.0,12605.49,12605.49
C1745394643,773,0.0,0.0,0.0
C1745398263,482,1.0,6116.31,6116.31
C1745398920,546,1.0,135130.73,135130.73
C1745479551,481,1.0,8779.61,8779.61
C1745516770,145,1.0,3362.82,3362.82
C1745595585,355,3.0,691025.3490944692,230341.78303148973
C1745634521,427,1.0,304995.14,304995.14
C1745644922,354,5.0,1625609.6552676214,325121.93105352425
C1745684186,498,1.0,149920.11,149920.11
C1745697970,474,1.0,100628.66,100628.66
C174569989,581,1.0,3206.57,3206.57
C1745711140,435,1.0,114303.99,114303.99
C1745781895,767,0.0,0.0,0.0
C1745791810,626,1.0,14926.21,14926.21
C1745799770,483,1.0,267169.38,267169.38
C1745817219,619,1.0,235921.1,235921.1
C174584770,796,0.0,0.0,0.0
C1745853520,552,1.0,164137.57,164137.57
C1745863056,550,1.0,508068.5,508068.5
C1745864546,625,1.0,6962.19,6962.19
C1745867904,798,0.0,0.0,0.0
C1745870660,404,1.0,64362.41,64362.41
C174589917,645,1.0,398208.18,398208.18
C1745964247,522,1.0,11137.37,11137.37
C1745976735,599,1.0,258596.76,258596.76
C1746002756,478,1.0,257477.67,257477.67
C1746014513,794,0.0,0.0,0.0
C1746043436,575,1.0,48523.83,48523.83
C1746050443,787,0.0,0.0,0.0
C1746056015,425,1.0,9588.93,9588.93
C1746072003,677,1.0,164281.52,164281.52
C174611703,286,1.0,9015.67,9015.67
C1746135110,217,1.0,193464.71,193464.71
C1746168363,605,1.0,203061.21,203061.21
C1746189298,551,1.0,42843.16,42843.16
C1746214521,666,1.0,273345.96,273345.96
C1746239875,623,1.0,231293.01,231293.01
C17462466,289,1.0,171440.36,171440.36
C174625476,764,0.0,0.0,0.0
C1746255113,671,1.0,163315.71,163315.71
C1746261417,773,0.0,0.0,0.0
C1746261665,406,1.0,759572.62,759572.62
C1746285752,499,1.0,606788.35,606788.35
C1746299173,768,0.0,0.0,0.0
C174630641,452,1.0,39124.54,39124.54
C1746318106,552,1.0,222286.34,222286.34
C1746320956,617,1.0,4992.53,4992.53
C1746348371,482,1.0,15179.01,15179.01
C174634938,116,1.0,2489.76,2489.76
C1746380366,671,1.0,146535.5,146535.5
C1746396758,313,1.0,49054.09,49054.09
C1746404012,762,0.0,0.0,0.0
C1746408130,460,1.0,259293.64,259293.64
C1746470778,474,1.0,8894.29,8894.29
C1746474714,619,1.0,454449.45,454449.45
C1746475199,602,1.0,297151.04,297151.04
C1746477130,542,1.0,23895.51,23895.51
C1746512212,456,1.0,85545.73,85545.73
C1746513443,483,1.0,19560.72,19560.72
C1746531691,399,1.0,70910.6,70910.6
C1746649061,432,1.0,28216.06,28216.06
C1746650808,578,1.0,85859.11,85859.11
C1746657988,454,1.0,187470.33,187470.33
C174666345,404,1.0,360356.38,360356.38
C1746690251,406,1.0,7658.89,7658.89
C1746713534,428,1.0,30603.9,30603.9
C1746714001,598,1.0,216671.06,216671.06
C1746768415,456,1.0,16821.13,16821.13
C174677010,575,1.0,280897.62,280897.62
C1746823196,451,1.0,63781.42,63781.42
C1746834744,570,1.0,3282.12,3282.12
C1746838523,548,1.0,374442.91,374442.91
C1746846248,796,0.0,0.0,0.0
C174685799,620,1.0,76260.41,76260.41
C1746873430,479,1.0,306997.58,306997.58
C1746975775,762,0.0,0.0,0.0
C1747007498,530,1.0,29447.64,29447.64
C1747013637,645,1.0,195789.16,195789.16
C1747017861,481,1.0,52421.28,52421.28
C1747062468,429,1.0,2369.76,2369.76
C1747068083,556,1.0,316054.22,316054.22
C1747074639,434,1.0,4496203.63,4496203.63
C1747097109,162,1.0,8600.7,8600.7
C1747104265,786,0.0,0.0,0.0
C1747128976,519,1.0,459561.24,459561.24
C1747147473,667,1.0,9585.24,9585.24
C1747168301,653,1.0,310236.2,310236.2
C1747225461,407,1.0,218721.22,218721.22
C1747239672,625,1.0,169542.67,169542.67
C1747273022,625,1.0,25103.09,25103.09
C1747276742,677,1.0,10296.82,10296.82
C1747281352,431,1.0,295147.14,295147.14
C1747302958,435,1.0,34857.81,34857.81
C1747323604,789,0.0,0.0,0.0
C1747370870,596,1.0,11826.86,11826.86
C1747386866,426,1.0,200379.64,200379.64
C1747421055,602,1.0,250.4,250.4
C1747435810,506,1.0,218263.15,218263.15
C1747471423,479,1.0,17517.02,17517.02
C1747509385,364,4.0,22215045.38700204,5553761.34675051
C1747517333,569,1.0,178462.45,178462.45
C1747548250,452,1.0,5398.94,5398.94
C1747553348,581,1.0,14683.75,14683.75
C1747554900,413,1.0,22278.84,22278.84
C1747558725,791,0.0,0.0,0.0
C1747571016,771,0.0,0.0,0.0
C1747597118,412,1.0,551657.59,551657.59
C174762736,545,1.0,13353.01,13353.01
C1747662365,501,1.0,245870.23,245870.23
C1747665635,119,1.0,5962.16,5962.16
C1747666408,761,0.0,0.0,0.0
C1747683091,452,1.0,30803.49,30803.49
C1747714923,790,0.0,0.0,0.0
C1747745749,595,1.0,27196.09,27196.09
C1747748770,788,0.0,0.0,0.0
C174776561,771,0.0,0.0,0.0
C1747783179,532,1.0,8292.26,8292.26
C1747825839,693,3.0,51830.60921507336,17276.869738357786
C1747856068,677,1.0,10970.27,10970.27
C1747882127,136,1.0,3934.33,3934.33
C174792178,786,0.0,0.0,0.0
C1747958450,480,1.0,107911.31,107911.31
C1747958617,114,1.0,4772.44,4772.44
C1747980974,768,0.0,0.0,0.0
C1747985269,604,1.0,159198.71,159198.71
C174798564,673,1.0,84265.49,84265.49
C1748001391,769,0.0,0.0,0.0
C174804114,576,1.0,10665.78,10665.78
C1748050345,602,1.0,323176.98,323176.98
C1748060233,435,1.0,6320.6,6320.6
C1748064750,797,0.0,0.0,0.0
C1748111007,670,1.0,854427.4,854427.4
C1748131814,522,1.0,109835.14,109835.14
C1748139110,477,1.0,128247.52,128247.52
C1748155890,666,1.0,4627.3,4627.3
C1748175427,574,1.0,98506.32,98506.32
C1748202253,798,0.0,0.0,0.0
C1748202360,506,1.0,115032.77,115032.77
C1748206190,791,0.0,0.0,0.0
C1748253408,525,1.0,59963.64,59963.64
C1748262620,284,1.0,193873.42,193873.42
C1748265993,644,1.0,103999.88,103999.88
C174826765,546,1.0,11374.56,11374.56
C1748274,666,1.0,20833.51,20833.51
C1748283921,495,1.0,462061.07,462061.07
C1748298513,455,1.0,945973.26,945973.26
C1748316779,499,1.0,11058.12,11058.12
C1748323526,481,1.0,250406.17,250406.17
C1748328599,621,1.0,87276.56,87276.56
C1748337704,477,1.0,27712.39,27712.39
C1748347886,787,0.0,0.0,0.0
C1748359604,792,0.0,0.0,0.0
C1748361065,312,5.0,2152625.762420644,430525.15248412883
C1748372181,120,1.0,38637.55,38637.55
C1748385216,529,1.0,48719.91,48719.91
C174838629,97,1.0,137306.83,137306.83
C1748391660,114,1.0,2855.95,2855.95
C1748402885,666,1.0,48496.18,48496.18
C1748419610,622,1.0,185287.74,185287.74
C1748428510,427,1.0,115902.12,115902.12
C1748431639,243,1.0,11466.97,11466.97
C1748518464,450,1.0,255109.49,255109.49
C1748554340,575,1.0,9501.06,9501.06
C1748576084,602,1.0,3338.73,3338.73
C1748577627,504,1.0,176652.73,176652.73
C1748585804,649,1.0,129499.18,129499.18
C1748642271,797,0.0,0.0,0.0
C1748644681,410,1.0,11979.05,11979.05
C1748649281,624,1.0,171926.79,171926.79
C1748672851,625,1.0,296431.59,296431.59
C1748691665,405,1.0,190016.52,190016.52
C1748698493,797,0.0,0.0,0.0
C1748701241,473,1.0,3489.06,3489.06
C1748707845,211,1.0,3411.78,3411.78
C1748710357,525,1.0,44073.56,44073.56
C1748711846,470,1.0,90315.2,90315.2
C1748718698,532,1.0,123348.25,123348.25
C1748737837,625,1.0,565039.45,565039.45
C1748779290,643,1.0,62087.21,62087.21
C1748784081,646,1.0,343878.84,343878.84
C1748798377,765,0.0,0.0,0.0
C174880492,524,1.0,29920.65,29920.65
C1748851397,669,1.0,259894.37,259894.37
C1748854456,506,1.0,408338.86,408338.86
C1748901821,458,1.0,18500.32,18500.32
C1748915689,409,1.0,61019.79,61019.79
C1748921431,651,1.0,9578.68,9578.68
C1748934625,452,1.0,188469.18,188469.18
C1748941530,457,1.0,61710.78,61710.78
C1748952570,406,1.0,373262.61,373262.61
C1748959139,720,1.0,11763.542995836975,11763.542995836975
C1748959310,451,1.0,11460.9,11460.9
C174900112,400,4.0,357238.32822594483,89309.58205648621
C1749002755,643,1.0,4644.55,4644.55
C1749008334,645,1.0,135070.72,135070.72
C1749044755,590,1.0,109339.02,109339.02
C1749059113,628,1.0,242132.05,242132.05
C174906013,553,1.0,130085.75,130085.75
C1749063410,503,1.0,30626.88,30626.88
C1749079813,218,1.0,360626.92,360626.92
C1749131356,477,1.0,35144.99,35144.99
C1749151479,651,1.0,8765.55,8765.55
C1749170328,454,1.0,15448.15,15448.15
C1749197040,579,1.0,143923.1,143923.1
C1749198192,625,1.0,13109.78,13109.78
C1749216167,667,1.0,142042.54,142042.54
C1749218387,526,1.0,1516.56,1516.56
C174928309,668,1.0,1688322.31,1688322.31
C1749301372,669,1.0,72987.07,72987.07
C1749301389,653,1.0,700791.87,700791.87
C1749325269,528,1.0,180360.82,180360.82
C1749350250,669,1.0,68901.38,68901.38
C174935405,791,0.0,0.0,0.0
C1749370717,451,1.0,7108.42,7108.42
C1749376959,433,1.0,128385.98,128385.98
C1749423579,762,0.0,0.0,0.0
C1749456314,501,1.0,25416.19,25416.19
C1749464402,475,1.0,99575.76,99575.76
C1749465462,643,1.0,7203.13,7203.13
C1749489353,672,1.0,19018.11,19018.11
C1749495119,628,1.0,28228.96,28228.96
C1749497617,452,1.0,233276.44,233276.44
C1749533607,429,1.0,9934.66,9934.66
C174956699,628,1.0,29872.72,29872.72
C174958995,524,1.0,82410.06,82410.06
C1749620133,205,1.0,52614.89,52614.89
C1749667725,602,1.0,6351.61,6351.61
C1749683399,546,1.0,128010.1,128010.1
C1749684647,576,4.0,536514.4658113769,134128.61645284423
C1749688319,402,1.0,19573.14,19573.14
C1749697612,643,1.0,242996.04,242996.04
C1749718722,577,1.0,102023.79,102023.79
C17497458,594,1.0,365.71,365.71
C1749773398,573,1.0,99786.48,99786.48
C1749780678,670,1.0,290502.27,290502.27
C1749805788,790,0.0,0.0,0.0
C1749808792,435,1.0,40631.81,40631.81
C1749819064,571,1.0,43901.88,43901.88
C1749841709,521,1.0,34478.48,34478.48
C1749844323,662,1.0,17676.33,17676.33
C1749890211,502,1.0,2235.5,2235.5
C1749943412,590,1.0,365957.03,365957.03
C1749989595,546,1.0,121407.35,121407.35
C1749992765,403,1.0,53465.11,53465.11
C1750016197,431,1.0,24107.89,24107.89
C1750040758,568,1.0,130864.64,130864.64
C1750055220,599,1.0,281872.48,281872.48
C1750058888,402,1.0,27603.08,27603.08
C1750080771,623,1.0,9812.44,9812.44
C1750092660,712,1.0,13737.53,13737.53
C1750166459,626,1.0,68175.38,68175.38
C1750188686,769,0.0,0.0,0.0
C1750210096,628,1.0,24453.81,24453.81
C1750215918,788,0.0,0.0,0.0
C1750247700,555,1.0,157281.93,157281.93
C1750280552,220,4.0,794861.8070576848,198715.4517644212
C1750281059,638,3.0,193770.68606663466,64590.22868887822
C1750281143,569,1.0,105137.39,105137.39
C1750298091,555,1.0,89571.48,89571.48
C1750312788,405,1.0,15585.06,15585.06
C175031551,621,1.0,151603.2,151603.2
C175032244,233,1.0,16026.46,16026.46
C1750335303,478,1.0,1852096.85,1852096.85
C1750345877,405,1.0,347190.79,347190.79
C17503774,677,1.0,3036.54,3036.54
C1750384848,452,1.0,97301.71,97301.71
C175039331,555,1.0,11652.01,11652.01
C1750413944,547,1.0,16206.77,16206.77
C1750437604,569,1.0,304548.15,304548.15
C1750445719,403,1.0,164168.36,164168.36
C1750447836,785,0.0,0.0,0.0
C1750451516,595,1.0,2661236.53,2661236.53
C1750454396,548,1.0,42773.46,42773.46
C17504621,502,1.0,10000000.0,10000000.0
C1750511768,406,1.0,133924.15,133924.15
C1750523519,549,1.0,170099.76,170099.76
C1750548663,628,1.0,226804.64,226804.64
C1750548888,793,0.0,0.0,0.0
C1750578936,436,1.0,368939.76,368939.76
C1750586284,788,0.0,0.0,0.0
C1750597529,797,0.0,0.0,0.0
C1750605031,698,2.0,23066.833990998566,11533.416995499283
C1750625439,433,1.0,94677.45,94677.45
C1750640057,533,1.0,27059.86,27059.86
C1750641916,409,1.0,80210.95,80210.95
C175064407,576,1.0,214691.35,214691.35
C1750646842,476,1.0,444.7,444.7
C1750649943,571,1.0,1492879.95,1492879.95
C1750650821,449,1.0,25.2,25.2
C1750691692,340,4.0,54979.23296692106,13744.808241730265
C175072295,574,1.0,407.09,407.09
C1750784576,398,1.0,8447.82,8447.82
C1750796317,209,1.0,42918.72,42918.72
C1750799215,627,1.0,92296.05,92296.05
C1750812628,624,1.0,215080.59,215080.59
C1750844941,620,1.0,2907.59,2907.59
C1750923937,403,1.0,57844.03,57844.03
C175092720,650,1.0,224603.72,224603.72
C1750935243,595,1.0,2285.8,2285.8
C1750972136,758,0.0,0.0,0.0
C1750992314,261,1.0,8569.82,8569.82
C175101289,626,1.0,3518.22,3518.22
C1751022445,641,1.0,53937.4,53937.4
C1751080933,549,1.0,43674.29,43674.29
C1751082082,764,0.0,0.0,0.0
C1751116981,787,0.0,0.0,0.0
C1751127844,604,4.0,108483.63644928948,27120.90911232237
C1751158237,579,1.0,19282.0,19282.0
C1751165416,570,1.0,65815.57,65815.57
C1751183524,771,0.0,0.0,0.0
C1751198213,712,1.0,102709.25,102709.25
C1751230654,506,1.0,42769.2,42769.2
C1751245220,651,1.0,9138.74,9138.74
C1751265337,590,1.0,47044.14,47044.14
C1751309778,451,1.0,48468.81,48468.81
C1751313383,476,1.0,124080.29,124080.29
C1751315121,617,1.0,86439.88,86439.88
C1751342320,598,1.0,6759.63,6759.63
C1751345271,628,1.0,11477.02,11477.02
C1751359077,474,1.0,25741.53,25741.53
C1751368030,648,1.0,252482.38,252482.38
C1751383163,628,1.0,108733.63,108733.63
C1751389721,554,1.0,374109.13,374109.13
C1751402447,570,1.0,15799.62,15799.62
C1751403961,601,1.0,198702.05,198702.05
C1751422982,786,0.0,0.0,0.0
C1751442107,403,1.0,7764.77,7764.77
C1751449183,241,1.0,250972.02,250972.02
C175147846,619,1.0,151524.21,151524.21
C1751484150,625,1.0,8742.15,8742.15
C1751509811,549,1.0,38738.13,38738.13
C1751511289,570,1.0,20971.86,20971.86
C1751547639,527,1.0,150219.95,150219.95
C1751582990,621,1.0,357901.83,357901.83
C1751620593,475,1.0,30653.96,30653.96
C175163049,404,1.0,5355.79,5355.79
C1751635551,319,1.0,1730.13,1730.13
C1751646757,628,1.0,65766.62,65766.62
C1751650534,500,1.0,10914.89,10914.89
C1751768760,460,1.0,25025.69,25025.69
C1751818550,603,1.0,66095.99,66095.99
C1751819765,790,0.0,0.0,0.0
C1751822387,596,1.0,257215.06,257215.06
C1751823369,434,1.0,25375.68,25375.68
C1751859023,451,1.0,13299.65,13299.65
C1751879140,476,1.0,6081.72,6081.72
C1751906068,454,1.0,239652.33,239652.33
C1751946024,428,1.0,474174.52,474174.52
C1751959363,457,1.0,8372.86,8372.86
C1751959595,797,0.0,0.0,0.0
C175196811,793,0.0,0.0,0.0
C1751973149,504,1.0,280576.37,280576.37
C1751985031,483,1.0,175704.93,175704.93
C1751987222,532,1.0,91461.99,91461.99
C1752004170,499,1.0,19178.05,19178.05
C1752046599,674,1.0,192224.47,192224.47
C1752061932,571,1.0,69240.42,69240.42
C1752112048,667,1.0,47204.81,47204.81
C1752114635,499,1.0,142484.12,142484.12
C1752115816,770,0.0,0.0,0.0
C1752145267,411,1.0,290543.21,290543.21
C1752155530,497,1.0,19240.1,19240.1
C1752180360,770,0.0,0.0,0.0
C1752207936,602,1.0,180784.22,180784.22
C1752216154,761,0.0,0.0,0.0
C175223038,676,1.0,27443.84,27443.84
C1752246970,794,0.0,0.0,0.0
C1752278782,668,1.0,8331.64,8331.64
C1752285427,570,1.0,1719.15,1719.15
C1752362154,626,1.0,99026.09,99026.09
C1752364133,449,1.0,25550.94,25550.94
C1752381871,452,1.0,395009.15,395009.15
C1752395806,717,2.0,74161.36479800922,37080.68239900461
C1752404340,207,1.0,3828.01,3828.01
C1752425742,796,0.0,0.0,0.0
C1752426900,330,1.0,195101.74,195101.74
C1752438766,790,0.0,0.0,0.0
C1752441801,504,1.0,1324.02,1324.02
C1752450523,684,1.0,7293.59,7293.59
C1752458067,470,1.0,10014.58,10014.58
C1752518026,601,1.0,154231.15,154231.15
C1752520392,763,0.0,0.0,0.0
C1752536044,605,1.0,285698.72,285698.72
C1752565115,555,1.0,73736.3,73736.3
C1752574660,381,5.0,71747.15237330837,14349.430474661674
C1752575392,495,1.0,14603.36,14603.36
C1752590939,770,0.0,0.0,0.0
C1752615255,771,0.0,0.0,0.0
C1752615256,474,1.0,97857.85,97857.85
C1752669066,761,0.0,0.0,0.0
C1752732009,670,1.0,127.75,127.75
C1752754735,523,1.0,5242.35,5242.35
C1752755134,550,1.0,330265.96,330265.96
C175275877,549,1.0,6245.97,6245.97
C1752791472,769,0.0,0.0,0.0
C1752796280,667,1.0,319485.8,319485.8
C1752800143,402,1.0,5169.17,5169.17
C1752838667,686,1.0,12116.3,12116.3
C1752840891,404,1.0,170712.39,170712.39
C1752847180,796,0.0,0.0,0.0
C1752853079,500,1.0,44441.44,44441.44
C1752913559,495,1.0,272298.71,272298.71
C1752939794,793,0.0,0.0,0.0
C1752983523,780,0.0,0.0,0.0
C1752996240,454,1.0,10315.6,10315.6
C1752997192,595,1.0,171882.14,171882.14
C1753009295,475,1.0,15943.23,15943.23
C1753014437,484,1.0,216068.29,216068.29
C1753016843,500,1.0,277856.21,277856.21
C1753041962,671,1.0,8191.7,8191.7
C175305469,785,0.0,0.0,0.0
C1753063919,764,0.0,0.0,0.0
C1753085529,472,1.0,9256.3,9256.3
C1753091015,498,1.0,873.7,873.7
C1753094907,404,1.0,178257.33,178257.33
C1753102551,794,0.0,0.0,0.0
C1753117275,15,5.0,97125.23607824095,19425.047215648192
C1753133146,496,1.0,2269.04,2269.04
C1753166344,551,1.0,5161.69,5161.69
C1753167215,573,1.0,16340.91,16340.91
C1753178811,767,0.0,0.0,0.0
C1753185073,519,1.0,43980.12,43980.12
C1753251204,354,3.0,661233.6162397459,220411.20541324862
C1753280323,217,1.0,417525.94,417525.94
C1753288151,670,1.0,36417.87,36417.87
C1753288419,435,1.0,382230.02,382230.02
C1753298524,766,0.0,0.0,0.0
C1753303967,427,1.0,209.51,209.51
C1753329483,480,1.0,6481.79,6481.79
C1753352990,404,1.0,2631.04,2631.04
C17533678,743,1.0,83481.64901075175,83481.64901075175
C1753372673,478,1.0,10355.79,10355.79
C1753382996,545,1.0,97651.57,97651.57
C1753409778,667,1.0,212782.64,212782.64
C1753411732,522,1.0,11665.39,11665.39
C1753470141,575,1.0,125598.45,125598.45
C1753510968,401,1.0,125832.45,125832.45
C1753527921,677,1.0,21612.19,21612.19
C1753559200,671,1.0,16072.29,16072.29
C1753561814,600,1.0,4486.53,4486.53
C1753566930,497,1.0,8456.06,8456.06
C1753571061,793,0.0,0.0,0.0
C1753578005,411,1.0,41126.71,41126.71
C1753581429,460,1.0,3748.44,3748.44
C1753582477,589,1.0,917.27,917.27
C1753624118,627,1.0,43007.72,43007.72
C1753633747,627,1.0,409113.27,409113.27
C1753640268,408,1.0,55138.86,55138.86
C1753654111,620,1.0,37344.66,37344.66
C1753670439,697,2.0,209748.42322303375,104874.21161151688
C1753697633,574,1.0,275356.82,275356.82
C1753705129,623,1.0,314572.15,314572.15
C1753719615,427,4.0,272959.20207646396,68239.80051911599
C1753721008,717,2.0,23353.044935963047,11676.522467981524
C1753758240,791,0.0,0.0,0.0
C1753790755,216,1.0,102921.66,102921.66
C1753846423,530,1.0,245.37,245.37
C1753922327,430,1.0,244108.04,244108.04
C1753935694,434,1.0,9049.64,9049.64
C1753953698,643,1.0,136723.03,136723.03
C1753958389,501,1.0,78651.99,78651.99
C1754003766,450,1.0,1715.68,1715.68
C1754021491,480,1.0,48868.96,48868.96
C1754041501,475,1.0,222408.08,222408.08
